food_code,food_name,food_category,representative_food,serving_basis,calories,carbs,protein,fat,sugar,sodium,source
D220-737000000-0113,스무디_리얼 딸기 쉐이크 (R),음료 및 차류,스무디,100g,65,,0.77,,9.37,13,식품의약품안전처
D220-737000000-0112,스무디_리얼 과일스무디 망고,음료 및 차류,스무디,100g,66,,1.97,,10.99,21,식품의약품안전처
D220-737000000-0111,스무디_리얼 과일스무디 딸기바나나,음료 및 차류,스무디,100g,66,,1.97,,10.7,21,식품의약품안전처
D220-737000000-0110,스무디_로투스 비스코프 스노우,음료 및 차류,스무디,100g,116,18.16,1.69,,12.55,37,식품의약품안전처
D220-737000000-0905,스무디_로기 리틀 스트로베리 익스트림 스무디,음료 및 차류,스무디,100ml,54,,0.28,,11.87,2,식품의약품안전처
D220-737000000-0504,스무디_로기 리틀 스트로베리 익스크림 스무디,음료 및 차류,스무디,100g,54,,0.28,,11.86,2,식품의약품안전처
D220-737000000-0904,스무디_레트로커피 프라페 (ML),음료 및 차류,스무디,100ml,66,10.42,1.27,,6.9,15,식품의약품안전처
D220-737000000-0903,스무디_레트로커피 프라페 (L),음료 및 차류,스무디,100ml,64,10.2,1.2,,6.7,14,식품의약품안전처
D220-737000000-0902,스무디_레몬트위스트 스트로베리 스무디 (S),음료 및 차류,스무디,100ml,71,,0.28,,16.39,2,식품의약품안전처
D220-737000000-0901,스무디_레몬트위스트 스트로베리 스무디 (R),음료 및 차류,스무디,100ml,71,,0.21,,16.28,2,식품의약품안전처
D220-737000000-0900,스무디_레몬트위스트 스트로베리 스무디 (L),음료 및 차류,스무디,100ml,71,,0.17,,16.24,2,식품의약품안전처
D220-737000000-0899,스무디_레몬요거트 스무디,음료 및 차류,스무디,100ml,78,14.31,1.53,1.58,13.74,29,식품의약품안전처
D220-737000000-0109,스무디_레몬 팝핑 스무디,음료 및 차류,스무디,100g,77,,0,,5.25,3,식품의약품안전처
D220-737000000-0898,스무디_레몬 요구르트 스무디,음료 및 차류,스무디,100ml,74,,0.42,,14.38,22,식품의약품안전처
D220-737000000-0897,스무디_레몬 요거트 스무디 (Venti),음료 및 차류,스무디,100ml,88,,0.97,,16.67,33,식품의약품안전처
D220-737000000-0896,스무디_레몬 요거트 스무디 (Tall),음료 및 차류,스무디,100ml,106,,1.39,,19.17,43,식품의약품안전처
D220-737000000-0895,스무디_레몬 요거트 스무디 (Mini Venti),음료 및 차류,스무디,100ml,89,,1.05,,16.49,34,식품의약품안전처
D220-737000000-0894,스무디_레몬 요거트 스무디 (Grande),음료 및 차류,스무디,100ml,106,,1.25,,19.58,41,식품의약품안전처
D220-737000000-0500,스무디_레몬 요거트 스무디,음료 및 차류,스무디,100g,78,14.32,1.53,,13.74,29,식품의약품안전처
D220-737000000-0499,스무디_레몬 딸기 스무디,음료 및 차류,스무디,100g,46,11.57,0.05,0,10.93,2,식품의약품안전처
D220-737000000-0892,스무디_레몬 구아바 크러시,음료 및 차류,스무디,100ml,38,,0.11,,9.01,10,식품의약품안전처
D220-737000000-0498,스무디_레드자몽 쿨러시,음료 및 차류,스무디,100g,61,,0.08,,14.4,8,식품의약품안전처
D220-737000000-0891,스무디_레드자몽 스무디,음료 및 차류,스무디,100ml,59,,0.21,,13.95,5,식품의약품안전처
D220-737000000-0107,스무디_레드멜론 팝핑 그라니따 (V),음료 및 차류,스무디,100g,86,,1.28,,16.32,20,식품의약품안전처
D220-737000000-0106,스무디_레드멜론 팝핑 그라니따 (R),음료 및 차류,스무디,100g,90,,1.54,,15.82,23,식품의약품안전처
D220-737000000-0105,스무디_레드멜론 팝핑 그라니따 (L),음료 및 차류,스무디,100g,89,,1.3,,16.48,20,식품의약품안전처
D220-737000000-0497,스무디_라임포도 크러쉬,음료 및 차류,스무디,100g,32,,0.15,,7.29,6,식품의약품안전처
D220-737000000-0496,스무디_라임자몽 크러쉬,음료 및 차류,스무디,100g,12,,0.05,,2.2,4,식품의약품안전처
D220-737000000-0890,스무디_라이트 슬림 망고 요거트 스무디 노슈거 (Venti),음료 및 차류,스무디,100ml,20,,1.32,,1.83,18,식품의약품안전처
D220-737000000-0889,스무디_라이스 쉐이크,음료 및 차류,스무디,100ml,110,,1.06,,7.61,49,식품의약품안전처
D220-737000000-0888,스무디_라니 리틀 골드키위 썬샤인 스무디,음료 및 차류,스무디,100ml,68,,0.28,,15.26,4,식품의약품안전처
D220-737000000-0887,스무디_딸기한라봉 스무디,음료 및 차류,스무디,100ml,66,,0,,15.23,3,식품의약품안전처
D220-737000000-0886,스무디_딸기피치요거 스무디,음료 및 차류,스무디,100ml,111,,1.86,,17.26,34,식품의약품안전처
D220-737000000-0492,스무디_딸기피치 요거스무디,음료 및 차류,스무디,100g,111,,1.86,,17.26,34,식품의약품안전처
D220-737000000-0104,스무디_딸기퐁 크러쉬,음료 및 차류,스무디,100g,91,,1.84,,7.77,26,식품의약품안전처
D220-737000000-0491,스무디_딸기크림프라푸치노,음료 및 차류,스무디,100g,86,,0.89,,12.56,22,식품의약품안전처
D220-737000000-0490,스무디_딸기크림쿠키 프라페,음료 및 차류,스무디,100g,126,,2.03,,12.01,67,식품의약품안전처
D220-737000000-0103,스무디_딸기크림 프라페,음료 및 차류,스무디,100g,96,,1.26,,11.64,27,식품의약품안전처
D220-737000000-0885,스무디_딸기쿠키 프라페,음료 및 차류,스무디,100ml,97,16.19,1.18,3.1,10.52,46,식품의약품안전처
D220-737000000-0884,스무디_딸기쿠키 요프치노,음료 및 차류,스무디,100ml,94,,2.22,,13.33,63,식품의약품안전처
D220-737000000-0883,스무디_딸기쿠키 쉐이크,음료 및 차류,스무디,100g,104,,1.21,,11.5,69,식품의약품안전처
D220-737000000-0099,스무디_딸기치즈 프로스트 (R),음료 및 차류,스무디,100g,98,,1.43,,13.31,52,식품의약품안전처
D220-737000000-0098,스무디_딸기치즈 프로스트 (L),음료 및 차류,스무디,100g,117,,1.61,,13.03,59,식품의약품안전처
D220-737000000-0100,스무디_딸기치즈 프라페,음료 및 차류,스무디,100g,116,15.22,1.52,5.49,11.2,64,식품의약품안전처
D220-737000000-0882,스무디_딸기요구르트 스무디,음료 및 차류,스무디,100ml,41,,0,,4.23,12,식품의약품안전처
D220-737000000-0772,스무디_딸기요거트스무디,음료 및 차류,스무디,100ml,75,14.55,0.86,1.4,14.06,26,식품의약품안전처
D220-737000000-0488,스무디_딸기요거트 스무디 (R),음료 및 차류,스무디,100g,83,,1.2,,16.5,18,식품의약품안전처
D220-737000000-0487,스무디_딸기요거트 스무디 (L),음료 및 차류,스무디,100g,93,,0.87,,16.71,16,식품의약품안전처
D220-737000000-0485,스무디_딸기요거트 스무디,음료 및 차류,스무디,100g,50,,1.17,,7.62,23,식품의약품안전처
D220-737000000-0484,스무디_딸기요거트,음료 및 차류,스무디,100g,76,,1.14,,12,21,식품의약품안전처
D220-737000000-0881,스무디_딸기요거 스무디,음료 및 차류,스무디,100ml,101,,1.86,,13.71,38,식품의약품안전처
D220-737000000-0771,스무디_딸기스무디,음료 및 차류,스무디,100ml,101,22.03,0.71,0.95,17.97,25,식품의약품안전처
D220-737000000-0880,스무디_딸기스노우 프라페,음료 및 차류,스무디,100ml,87,,1.02,,14.38,35,식품의약품안전처
D220-737000000-0879,스무디_딸기사과 젤리 크러쉬,음료 및 차류,스무디,100ml,66,,0.07,,15.08,6,식품의약품안전처
D220-737000000-0878,스무디_딸기복숭아 스무디,음료 및 차류,스무디,100ml,34,8.3,0.15,0,7.94,1,식품의약품안전처
D220-737000000-0473,스무디_딸기바나나요거트,음료 및 차류,스무디,100g,77,,1.26,,13.07,20,식품의약품안전처
D220-737000000-0877,스무디_딸기바나나 빽스치노 소프트,음료 및 차류,스무디,100ml,96,,1.55,,19.43,23,식품의약품안전처
D220-737000000-0876,스무디_딸기바나나 빽스치노,음료 및 차류,스무디,100ml,70,,1.13,,13.09,15,식품의약품안전처
D220-737000000-0875,스무디_딸기두근! 프렌치바닐라 블렌디드,음료 및 차류,스무디,100g,72,,0.51,,10.79,9,식품의약품안전처
D220-737000000-0092,스무디_딸기돼지쉑,음료 및 차류,스무디,100g,102,,2.03,,12.52,30,식품의약품안전처
D220-737000000-0091,스무디_딸기 프로스트 (R),음료 및 차류,스무디,100g,74,,1.25,,14.24,27,식품의약품안전처
D220-737000000-0090,스무디_딸기 프로스트 (L),음료 및 차류,스무디,100g,89,,1.42,,17.71,31,식품의약품안전처
D220-737000000-0089,스무디_딸기 프라페,음료 및 차류,스무디,100g,162,,1.48,,33.4,31,식품의약품안전처
D220-737000000-0874,스무디_딸기 퐁크러쉬,음료 및 차류,스무디,100ml,91,16.41,1.84,1.98,7.77,26,식품의약품안전처
D220-737000000-0873,스무디_딸기 쿠키 아이스크림 프라페,음료 및 차류,스무디,100ml,116,,1.19,,15,62,식품의약품안전처
D220-737000000-0087,스무디_딸기 쿠키 스무디 (XL),음료 및 차류,스무디,100g,103,,1.21,,7.27,34,식품의약품안전처
D220-737000000-0872,스무디_딸기 쿠키 스무디,음료 및 차류,스무디,100ml,132,,0.85,,13.74,52,식품의약품안전처
D220-737000000-0472,스무디_딸기 코코 스무디,음료 및 차류,스무디,100g,98,19.31,2.2,,12.93,38,식품의약품안전처
D220-737000000-0086,스무디_딸기 치즈케익 할리치노,음료 및 차류,스무디,100g,89,,1.41,,9.89,44,식품의약품안전처
D220-737000000-0871,스무디_딸기 치즈케이크 할리치노,음료 및 차류,스무디,100ml,117,,1.41,,16.67,47,식품의약품안전처
D220-737000000-0085,스무디_딸기 치즈 블렌디드,음료 및 차류,스무디,100g,98,,1.93,,7.71,45,식품의약품안전처
D220-737000000-0489,스무디_딸기 초코칩 프라페,음료 및 차류,스무디,100g,134,,0.68,,18.95,70,식품의약품안전처
D220-737000000-0870,스무디_딸기 쥬얼리 요구르트 크러쉬,음료 및 차류,스무디,100ml,81,,0.42,,13.11,17,식품의약품안전처
D220-737000000-0083,스무디_딸기 젤라또 프라페노 (R),음료 및 차류,스무디,100g,94,,0.83,,17.5,17,식품의약품안전처
D220-737000000-0869,스무디_딸기 유자 스무디,음료 및 차류,스무디,100ml,77,,0.09,,18.5,12,식품의약품안전처
D220-737000000-0471,스무디_딸기 유자 소르베,음료 및 차류,스무디,100g,77,,0.08,,18.5,12,식품의약품안전처
D220-737000000-0868,스무디_딸기 요거트 플랫치노,음료 및 차류,스무디,100ml,76,,1.69,,12.8,20,식품의약품안전처
D220-737000000-0081,스무디_딸기 요거트 프로스트 (R),음료 및 차류,스무디,100g,76,,1.13,,14.78,20,식품의약품안전처
D220-737000000-0080,스무디_딸기 요거트 프로스트 (L),음료 및 차류,스무디,100g,84,,1.23,,16.33,22,식품의약품안전처
D220-737000000-0867,스무디_딸기 요거트 스무디 (더벤티),음료 및 차류,스무디,100ml,78,,0.21,,7.19,14,식품의약품안전처
D220-737000000-0866,스무디_딸기 요거트 스무디 (Venti),음료 및 차류,스무디,100ml,87,,0.97,,15.97,29,식품의약품안전처
D220-737000000-0865,스무디_딸기 요거트 스무디 (Tall),음료 및 차류,스무디,100ml,107,,1.39,,18.34,39,식품의약품안전처
D220-737000000-0864,스무디_딸기 요거트 스무디 (Mini Venti),음료 및 차류,스무디,100ml,98,,1.23,,17.54,33,식품의약품안전처
D220-737000000-0863,스무디_딸기 요거트 스무디 (Grande),음료 및 차류,스무디,100ml,98,,1.25,,17.5,34,식품의약품안전처
D220-737000000-0858,스무디_딸기 요거트 스무디,음료 및 차류,스무디,100ml,66,13.65,1.02,0.8,10.58,11,식품의약품안전처
D220-737000000-0854,스무디_딸기 요거트 쉐이크,음료 및 차류,스무디,100ml,134,,1.36,,11.67,31,식품의약품안전처
D220-737000000-0853,스무디_딸기 요거트 블렌디드 (R),음료 및 차류,스무디,100ml,82,,0.94,,15.23,15,식품의약품안전처
D220-737000000-0852,스무디_딸기 요거트 블렌디드 (L),음료 및 차류,스무디,100ml,82,,0.93,,15.24,15,식품의약품안전처
D220-737000000-0851,스무디_딸기 요거트 블렌디드,음료 및 차류,스무디,100g,84,,0.91,,15.01,14,식품의약품안전처
D220-737000000-0486,스무디_딸기 요거트 드링크,음료 및 차류,스무디,100g,63,10,1.54,,9.74,29,식품의약품안전처
D220-737000000-0074,스무디_딸기 요거트 드롭치노,음료 및 차류,스무디,100g,91,,1.46,0.68,9.62,24,식품의약품안전처
D220-737000000-0466,스무디_딸기 요거스 아이스(ICED) (ML),음료 및 차류,스무디,100g,71,14.23,0.99,,13.38,14,식품의약품안전처
D220-737000000-0465,스무디_딸기 요거스 아이스(ICED) (L),음료 및 차류,스무디,100g,69,13.53,0.95,,12.9,14,식품의약품안전처
D220-737000000-0850,스무디_딸기 요거스 (ML),음료 및 차류,스무디,100ml,71,14.08,0.99,0,13.38,15,식품의약품안전처
D220-737000000-0849,스무디_딸기 요거스 (L),음료 및 차류,스무디,100ml,64,12.4,0.9,0,11.8,14,식품의약품안전처
D220-737000000-0848,스무디_딸기 요거 프라노베,음료 및 차류,스무디,100ml,59,,1.36,,8.89,27,식품의약품안전처
D220-737000000-0847,스무디_딸기 스무벨라,음료 및 차류,스무디,100ml,71,,0,,14.67,15,식품의약품안전처
D220-737000000-0482,스무디_딸기 스무디 (R),음료 및 차류,스무디,100g,58,,0.6,,11.5,10,식품의약품안전처
D220-737000000-0481,스무디_딸기 스무디 (M),음료 및 차류,스무디,100g,73,,0.86,,13.87,21,식품의약품안전처
D220-737000000-0480,스무디_딸기 스무디 (L),음료 및 차류,스무디,100g,52,,0.83,,10.18,18,식품의약품안전처
D220-737000000-0846,스무디_딸기 스무디,음료 및 차류,스무디,100ml,88,18.21,0.92,1.23,14.81,18,식품의약품안전처
D220-737000000-0068,스무디_딸기 스노우,음료 및 차류,스무디,100g,62,15.22,0.22,,14.57,1,식품의약품안전처
D220-737000000-0844,스무디_딸기 쉐이크 (더벤티),음료 및 차류,스무디,100ml,95,,0.94,,12.92,33,식품의약품안전처
D220-737000000-0476,스무디_딸기 쉐이크 (R),음료 및 차류,스무디,100g,114,,1.53,,16.4,33,식품의약품안전처
D220-737000000-0842,스무디_딸기 쉐이크,음료 및 차류,스무디,100ml,110,,1.45,,20.53,25,식품의약품안전처
D220-737000000-0066,스무디_딸기 뿅뿅 프라노베,음료 및 차류,스무디,100g,219,,1.79,,33.47,39,식품의약품안전처
D220-737000000-0840,스무디_딸기 빽스치노 소프트,음료 및 차류,스무디,100ml,97,,1.41,,13.8,24,식품의약품안전처
D220-737000000-0839,스무디_딸기 빽스치노,음료 및 차류,스무디,100ml,68,,1.13,,12.11,18,식품의약품안전처
D220-737000000-0474,스무디_딸기 복숭아 스무디,음료 및 차류,스무디,100g,35,8.88,0,0,8.67,3,식품의약품안전처
D220-737000000-0837,스무디_딸기 밀크 쉐이크,음료 및 차류,스무디,100ml,102,,1,,12.54,60,식품의약품안전처
D220-737000000-0063,스무디_딸기 망고 스무벨라,음료 및 차류,스무디,100g,249,,0.31,,51.27,21,식품의약품안전처
D220-737000000-0836,스무디_딸기 말차 쉐이크,음료 및 차류,스무디,100g,99,,3.31,,12.06,32,식품의약품안전처
D220-737000000-0061,스무디_딸기 리얼요거트 프라페노 (R),음료 및 차류,스무디,100g,67,,1.11,,10,15,식품의약품안전처
D220-737000000-0060,스무디_딸기 리얼요거트 프라페노 (L),음료 및 차류,스무디,100g,68,,1.11,,10.22,15,식품의약품안전처
D220-737000000-0059,스무디_딸기 딜라이트 요거트 블렌디드 (Tall),음료 및 차류,스무디,100g,104,,2.54,,16.06,31,식품의약품안전처
D220-737000000-0835,스무디_딸기 돼지쉑,음료 및 차류,스무디,100ml,87,,1.25,,11.11,40,식품의약품안전처
D220-737000000-0834,스무디_딸기 그라니따,음료 및 차류,스무디,100g,76,,0,,18.22,1,식품의약품안전처
D220-737000000-0058,스무디_딥초콜릿 블렌디드,음료 및 차류,스무디,100g,107,,1.27,4.11,9.93,62,식품의약품안전처
D220-737000000-0462,스무디_디카페인 에스프레소 쉐이크,음료 및 차류,스무디,100g,83,,0.85,,9.98,32,식품의약품안전처
D220-737000000-0057,스무디_돌체 크러쉬 위드 샷,음료 및 차류,스무디,100g,105,,0.63,,7.82,22,식품의약품안전처
D220-737000000-0056,스무디_데일리오트바나나 프라페 (R),음료 및 차류,스무디,100g,75,,0.72,,11.84,13,식품의약품안전처
D220-737000000-0055,스무디_데일리오트바나나 프라페 (Max),음료 및 차류,스무디,100g,77,,0.85,,12.01,14,식품의약품안전처
D220-737000000-0054,스무디_데일리오트바나나 프라페 (L),음료 및 차류,스무디,100g,86,,0.85,,13.53,16,식품의약품안전처
D220-737000000-0461,스무디_더블초코 리터치노 아이스(ICED) (ML),음료 및 차류,스무디,100g,68,10.85,0.99,,9.01,24,식품의약품안전처
D220-737000000-0460,스무디_더블초코 리터치노 아이스(ICED) (L),음료 및 차류,스무디,100g,80,13,1.06,,10.68,26,식품의약품안전처
D220-737000000-0833,스무디_더블자바칩 프라페 (ML),음료 및 차류,스무디,100ml,95,12.25,1.83,,8.03,38,식품의약품안전처
D220-737000000-0832,스무디_더블자바칩 프라페 (L),음료 및 차류,스무디,100ml,87,11.5,1.7,,7.4,35,식품의약품안전처
D220-737000000-0053,스무디_더블 토피넛 위드샷 핫(HOT),음료 및 차류,스무디,100g,120,,1.93,,10.87,63,식품의약품안전처
D220-737000000-0052,스무디_더블 토피넛 위드샷 아이스(ICED),음료 및 차류,스무디,100g,109,,1.45,,10.14,55,식품의약품안전처
D220-737000000-0051,스무디_더블 에스프레소 칩 프라푸치노 (Tall),음료 및 차류,스무디,100g,75,,1.13,,8.73,39,식품의약품안전처
D220-737000000-0459,스무디_달달녹차프라푸치노,음료 및 차류,스무디,100g,87,,1.38,,17.02,13,식품의약품안전처
D220-737000000-0050,스무디_달고나 크런치 프라노베,음료 및 차류,스무디,100g,79,,1,,10.15,48,식품의약품안전처
D220-737000000-0049,스무디_달고나 스무디 (XL),음료 및 차류,스무디,100g,56,,1.06,,7.88,25,식품의약품안전처
D220-737000000-0047,스무디_다크초코칩 할리치노,음료 및 차류,스무디,100g,154,,1.98,,13.28,8,식품의약품안전처
D220-737000000-0046,스무디_다크쇼콜라 프라노베,음료 및 차류,스무디,100g,96,,2.5,,8.25,64,식품의약품안전처
D220-737000000-0831,스무디_녹차바나치노,음료 및 차류,스무디,100ml,89,16.33,1.5,1.93,14.51,23,식품의약품안전처
D220-737000000-0045,스무디_녹차 플랫치노,음료 및 차류,스무디,100g,69,,1.01,,6.74,20,식품의약품안전처
D220-737000000-0042,스무디_녹차 프로스트 (R),음료 및 차류,스무디,100g,90,,1.37,,11.2,22,식품의약품안전처
D220-737000000-0041,스무디_녹차 프로스트 (L),음료 및 차류,스무디,100g,94,,1.52,,11.54,25,식품의약품안전처
D220-737000000-0830,스무디_녹차 프라페,음료 및 차류,스무디,100ml,99,17.9,0.86,2.64,11.17,22,식품의약품안전처
D220-737000000-0829,스무디_녹차 빽스치노 소프트,음료 및 차류,스무디,100ml,106,,1.83,,14.5,28,식품의약품안전처
D220-737000000-0828,스무디_녹차 빽스치노,음료 및 차류,스무디,100ml,77,,1.41,,12.67,22,식품의약품안전처
D220-737000000-0458,스무디_녹차 바나치노,음료 및 차류,스무디,100g,89,16.33,1.5,,14.52,23,식품의약품안전처
D220-737000000-0457,스무디_녹차 리터치노 아이스(ICED) (ML),음료 및 차류,스무디,100g,83,14.93,1.27,,13.94,28,식품의약품안전처
D220-737000000-0456,스무디_녹차 리터치노 아이스(ICED) (L),음료 및 차류,스무디,100g,84,14.9,1.16,,13.85,28,식품의약품안전처
D220-737000000-0827,스무디_녹차 루비치노,음료 및 차류,스무디,100ml,60,,1.38,,7.62,37,식품의약품안전처
D220-737000000-0038,스무디_넛츠 프라노베,음료 및 차류,스무디,100g,88,,1.39,,10.28,81,식품의약품안전처
D220-737000000-0037,스무디_낭만 달고나 프라페,음료 및 차류,스무디,100g,125,,1.25,,13.56,46,식품의약품안전처
D220-737000000-0036,스무디_낭만 달고나 카페프라페,음료 및 차류,스무디,100g,125,,1.25,,13.56,46,식품의약품안전처
D220-737000000-0035,스무디_납작복숭아 타르트 크러쉬,음료 및 차류,스무디,100g,109,,0.85,,8.88,45,식품의약품안전처
D220-737000000-0034,스무디_납작복숭아 블루밍 크러쉬,음료 및 차류,스무디,100g,69,,0.85,,10.36,9,식품의약품안전처
D220-737000000-0826,스무디_납작 복숭아 그라니따,음료 및 차류,스무디,100g,71,,0.44,,15.11,6,식품의약품안전처
D220-737000000-0033,스무디_꿀호떡 in절미 프라페,음료 및 차류,스무디,100g,91,,1.46,,7.71,29,식품의약품안전처
D220-737000000-0032,스무디_꿀수박 스무디 (R),음료 및 차류,스무디,100g,57,,0.54,0.01,13.52,1,식품의약품안전처
D220-737000000-0825,스무디_꿀복숭아 플랫치노,음료 및 차류,스무디,100ml,54,,0,,11.83,2,식품의약품안전처
D220-737000000-0030,스무디_꿀복숭아 스무디 (R),음료 및 차류,스무디,100g,71,,0.13,0,16.34,15,식품의약품안전처
D220-737000000-0454,스무디_꿀배 쿨러시,음료 및 차류,스무디,100g,64,,0.08,,12.9,20,식품의약품안전처
D220-737000000-0824,스무디_꿀배 스무디,음료 및 차류,스무디,100ml,64,,0.09,,12.9,20,식품의약품안전처
D220-737000000-0823,스무디_꿀 애플망고 스무디 (R),음료 및 차류,스무디,100ml,79,,0.19,,14.27,1,식품의약품안전처
D220-737000000-0822,스무디_꿀 애플망고 스무디 (L),음료 및 차류,스무디,100ml,79,,0.19,,14.25,1,식품의약품안전처
D220-737000000-0029,스무디_깔라만시 프로스트 (R),음료 및 차류,스무디,100g,79,,1.06,,14.57,19,식품의약품안전처
D220-737000000-0028,스무디_깔라만시 프로스트 (L),음료 및 차류,스무디,100g,91,,1.17,,17.05,21,식품의약품안전처
D220-737000000-0821,스무디_글라디에이터 파인애플 망고 스무디 (S),음료 및 차류,스무디,100ml,82,,5.93,,13.28,35,식품의약품안전처
D220-737000000-0820,스무디_글라디에이터 파인애플 망고 스무디 (R),음료 및 차류,스무디,100ml,82,,5.71,,13.11,35,식품의약품안전처
D220-737000000-0819,스무디_글라디에이터 파인애플 망고 스무디 (L),음료 및 차류,스무디,100ml,82,,5.75,,13.2,35,식품의약품안전처
D220-737000000-0818,스무디_글라디에이터 스트로베리 바나나 스무디 (S),음료 및 차류,스무디,100ml,69,,6.5,,8.76,29,식품의약품안전처
D220-737000000-0817,스무디_글라디에이터 스트로베리 바나나 스무디 (R),음료 및 차류,스무디,100ml,68,,6.55,,8.67,29,식품의약품안전처
D220-737000000-0816,스무디_글라디에이터 스트로베리 바나나 스무디 (L),음료 및 차류,스무디,100ml,68,,6.43,,8.63,29,식품의약품안전처
D220-737000000-0770,스무디_그린티프라페,음료 및 차류,스무디,100ml,88,16.31,1.15,3.15,10.86,20,식품의약품안전처
D220-737000000-0027,스무디_그린티 할리치노,음료 및 차류,스무디,100g,79,,1.69,,15.82,36,식품의약품안전처
D220-737000000-0815,스무디_그린티 프라페 (Venti),음료 및 차류,스무디,100ml,67,,0.97,,13.33,13,식품의약품안전처
D220-737000000-0814,스무디_그린티 프라페 (Tall),음료 및 차류,스무디,100ml,94,,1.39,,18.06,21,식품의약품안전처
D220-737000000-0447,스무디_그린티 프라페 (R),음료 및 차류,스무디,100g,56,,0.75,,10.75,13,식품의약품안전처
D220-737000000-0813,스무디_그린티 프라페 (Mini Venti),음료 및 차류,스무디,100ml,68,,1.05,,12.8,16,식품의약품안전처
D220-737000000-0446,스무디_그린티 프라페 (L),음료 및 차류,스무디,100g,72,,0.87,,14.11,14,식품의약품안전처
D220-737000000-0812,스무디_그린티 프라페 (Grande),음료 및 차류,스무디,100ml,86,,1.25,,16.66,18,식품의약품안전처
D220-737000000-0811,스무디_그린티 프라페,음료 및 차류,스무디,100ml,108,,1.44,,14.65,22,식품의약품안전처
D220-737000000-0810,스무디_그린티 프라노베,음료 및 차류,스무디,100ml,70,,1.61,,8.89,43,식품의약품안전처
D220-737000000-0024,스무디_그린티 탐앤치노,음료 및 차류,스무디,100g,87,15.85,0.98,2.2,13.17,7,식품의약품안전처
D220-737000000-0023,스무디_그린티 초코칩 탐앤치노,음료 및 차류,스무디,100g,94,17.45,1.49,2.13,15.53,15,식품의약품안전처
D220-737000000-0022,스무디_그린티 아이스샷,음료 및 차류,스무디,100g,101,,1.45,,15.42,25,식품의약품안전처
D220-737000000-0445,스무디_그린티 스무디 (M),음료 및 차류,스무디,100g,70,,1.03,,12.86,13,식품의약품안전처
D220-737000000-0444,스무디_그린티 스무디 (L),음료 및 차류,스무디,100g,75,,1.36,,12.79,18,식품의약품안전처
D220-737000000-0443,스무디_그린티 스무디,음료 및 차류,스무디,100g,118,,1.96,,14.29,63,식품의약품안전처
D220-737000000-0021,스무디_그린티 스노우,음료 및 차류,스무디,100g,97,17.51,1.41,,15.09,34,식품의약품안전처
D220-737000000-0809,스무디_그린티 블렌디모 아이스(ICED),음료 및 차류,스무디,100g,97,,1.93,,13.88,38,식품의약품안전처
D220-737000000-0808,스무디_그린티 밀크 쉐이크,음료 및 차류,스무디,100ml,74,,1.25,,11.69,16,식품의약품안전처
D220-737000000-0019,스무디_그린티 그라니따 (R),음료 및 차류,스무디,100g,78,,1.84,,11.95,22,식품의약품안전처
D220-737000000-0807,스무디_그린애플 익스트림 스무디,음료 및 차류,스무디,100ml,93,,0,,9.07,2,식품의약품안전처
D220-737000000-0806,스무디_그린애플 요거트 스무디,음료 및 차류,스무디,100ml,84,,1.15,,11.07,21,식품의약품안전처
D220-737000000-0016,스무디_그린민트 초코 탐앤치노,음료 및 차류,스무디,100g,119,19.76,1.22,3.9,14.63,45,식품의약품안전처
D220-737000000-0015,스무디_그릭요거트&밀크티 크러쉬,음료 및 차류,스무디,100g,73,,1.69,,6.34,20,식품의약품안전처
D220-737000000-0014,스무디_그릭요거트&망고 밀크티 크러쉬,음료 및 차류,스무디,100g,94,,1.9,,7.82,22,식품의약품안전처
D220-737000000-0013,스무디_그릭요거트&딸기 밀크티 크러쉬,음료 및 차류,스무디,100g,102,,1.27,,8.67,26,식품의약품안전처
D220-737000000-0805,스무디_그릭요거트 파인애플 망고 스무디 (S),음료 및 차류,스무디,100ml,67,,0.28,,13.84,18,식품의약품안전처
D220-737000000-0804,스무디_그릭요거트 파인애플 망고 스무디 (R),음료 및 차류,스무디,100ml,67,,0.21,,13.95,17,식품의약품안전처
D220-737000000-0803,스무디_그릭요거트 파인애플 망고 스무디 (L),음료 및 차류,스무디,100ml,67,,0.34,,13.87,17,식품의약품안전처
D220-737000000-0802,스무디_그릭요거트 스트로베리 블루베리 스무디 (S),음료 및 차류,스무디,100ml,69,,1.7,,13.28,18,식품의약품안전처
D220-737000000-0439,스무디_그릭요거트 스트로베리 블루베리 스무디 (R),음료 및 차류,스무디,100g,69,,1.48,,13.32,18,식품의약품안전처
D220-737000000-0801,스무디_그릭요거트 스트로베리 블루베리 스무디 (L),음료 및 차류,스무디,100ml,70,,1.52,,13.37,17,식품의약품안전처
D220-737000000-0800,스무디_그릭요거트 스트로베리 블루베리 (R),음료 및 차류,스무디,100ml,69,,1.48,,13.32,18,식품의약품안전처
D220-737000000-0012,스무디_그래놀라요거트프로스트 블루베리 (R),음료 및 차류,스무디,100g,128,,2.28,,17.31,72,식품의약품안전처
D220-737000000-0011,스무디_그래놀라요거트프로스트 블루베리 (L),음료 및 차류,스무디,100g,137,,2.43,,18.26,80,식품의약품안전처
D220-737000000-0799,스무디_구슬 피스타치오 스무디,음료 및 차류,스무디,100ml,62,,1.11,,7.22,21,식품의약품안전처
D220-737000000-0798,스무디_구슬 초코 바닐라 스무디,음료 및 차류,스무디,100ml,99,,1.67,,12.78,53,식품의약품안전처
